no,merek dagang,cara pemakaian,pembuat
913 ,FUKIYA 275 SC,"Mentimun meningkatkan jumlah bunga,jumlah hasil/petak, buah,hasil buah/tanaman, hasil/Ha
 (Penyemprotan volume tinggi 5 ml/l
)",CV Sararea Panen  Raya
914 ,FULLSTOP 325 SC,Bawang merah : penyakit bercak ungu Alternaria porri (Penyemprotan volume tinggi : 2 ml/l),CV Graha Agritech Prima
915 ,FRA-RED 250 EC,"Bawang merah : ulat grayak Spodoptera exigua (Penyemprotan volume tinggi : 1,5 - 2 ml/l)",CV Sakasaki
916 ,FUJIWAN 400 EC,"Apel: penyakit embun tepung
Podosphaera leucotrica (Penyemprotan volume tinggi:
0,5 ml/l ) Padi : penyakit blas Pyricularia oryzae (Penyemprotan volume tinggi : 0,75 l/ha)",PT Indagro
917 ,FORZA 50 SC,"Cabai : ulat grayak Spodotera litura (Penyemprotan volume tinggi : 1,5 ml/l) Jagung : semut api Solenopsis germinate, hama belalang Oxya chinensis (Penyemprotan volume tinggi : 0,75 - 1 ml/l) Kakao : penggerek buah Canopomorpha cramerella (Penyemprotan volume tinggi : 0,75 - 1 ml/l) Kelapa sawit : hama rayap Coptotermes curvignathus (Penyemprotan volume tinggi : 2 ml/l) Padi :  penggerek batang 
Scirpophaga incertulas
wereng coklat 
Nilaparvata lugens  (Penyemprotan volume tinggi : 2 ml/l) Tebu : penggerek pucuk Scirpophaga excerptalis (Penyemprotan volume tinggi : 0,75 - 1 ml/l)",PT Deltagro Mulia Sejati
918 ,FOSINAT 165 SL,"Kelapa sawit (TBM): gulma berdaun lebar Ageratum conyzoides, Boreria alata, Synedrella nodiflora; golongan rumput Digitaria sangunialis (Penyemprotan volume tinggi:
2,25 - 3 l/ha) Kelapa sawit (TBM): golongan rumput Anoxopus compressus (Penyemprotan volume tinggi:
3 - 4,5 l/ha)",CV Multiagro Sarana Cemerlang
919 ,FOX 500 EC,"Budidaya tanaman akasia : gulma berdaun lebar  Asystasia gangetica, Mikania micrantha, Melastoma affine (Penyemprotan volume tinggi : 200 - 300 ml/ha) Budidaya tanaman minyak kayu putih (Eucalyptus) : gulma berdaun lebar Mikania micrantha, Asystasia gangetica, Chromolaena odorata, Boreria alata (Penyemprotan volume tinggi : 200 - 300 ml/ha) Kelapa sawit (TBM) : gulma berdaun lebar Ageratum conyzoides, Chromolaena odorata, Clidemia hirta, Mikania micrantha (Penyemprotan volume tinggi : 0,6 - 1,2 l/ha)",PT Nufarm Indonesia
920 ,FORTENZA 600 FS,"Jagung - ulat tanah Agrotis ipsilon 
- hama lindu/uret Phyllophaga sp.
 (Perlakuan benih 2 ml/kg benih
)",PT Syngenta Indonesia
921 ,FORMAT 360/120 SL,"Persiapan tanamn padi sawah (TOT) : gulma berdaun lebar Althernantera sessilis, Ludwigia octovalvis, Monochoria vaginalis, gulma berdaun sempit Echinochloa crus-galli, teki Cyperus difformis (Penyemprotan volume tinggi : 1,5 - 2 l/ha)",PT Spektra Global Intiagro
922 ,FOLIO GOLD 440 SC,"Cabai: penyakit busuk buah 
Phytophthora infestans  (Penyemprotan volume tinggi:
2,5 ml/l    )",PT Syngenta Indonesia
923 ,FOLIRFOS 400 SL,"Anggur : penyakit embun bulu Plasmopara viticola (Penyemprotan volume tinggi  : 1 - 2 ml/l) Bawang merah : penyakit embun bulu Peronospora destruktor (Penyemprotan volume tinggi  : 4 - 6 ml/l) Cengkeh : penyakit hawar daun
Phytophthora sp (Penyemprotan volume tinggi:
6 ml/l) Jeruk : penyakit busuk pangkal batang Phytophthora sp. (Infus akar,penyemprotan daun,pengolesan batang : 3 - 6 ml/pohon) Kakao  : penyakit busuk buah Phytophthora palmivora (Penyemprotan volume tinggi  : 20 ml//20 ml air/pohon) Kelapa : penyakit busuk pucuk dan gugur buah Phytophthora palmivora (Infus akar dan batang : 30 - 40 ml/pohon) Kentang : penyakit busuk daun Phytophthora infestans (Penyemprotan volume tinggi  : 6 - 8 ml/l) Lada : penyakit busuk pangkal batang Phytophthora palmivora (Penyemprotan volume tinggi  : 8 ml/l) Nenas : penyakit busuk hati dan busuk akar Phytophthora sp. (Penyemprotan volume tinggi  : 1,5 - 3 ml/l) Padi : penyakit hawar pelepah Rhizoctonia solani (Penyemprotan volume tinggi : 6 ml/l) Tomat : penyakit busuk daun Phytophthora infestans (Penyemprotan volume tinggi  : 2 - 4 ml/l)",PT Mitra Kreasidharma
924 ,FLYTOX 1 P (Cabut),Kandang ternak : lalat Musca domestica (Penaburan : 20 g/1000 cm2 (sampai dengan 1 bulan)),PT Medion Farma Jaya
925 ,"FLOTEX 2,5 PA","Karet : meningkatkan produksi karet kering (Pengolesan pada bidang sadap : 1,5 g/pohon)",PT Agro Dynamics Indo
926 ,FLOTEX 5 PA,Karet : meningkatkan produksi karet kering (Pengolesan pada bidang sadap : 1 g/pohon),PT Agro Dynamics Indo
927 ,FLOXS 36 EC,"Cabai: hama trips
Thrips parvispinus (Penyemprotan volume tinggi:
1,5 ml/l)",CV Kunima Jaya Selaras
928 ,"FLIESAWAY 1,4 AE","Di dalam ruangan: nyamuk Aedes aegypti, Culex quinquefasciatus; lalat Musca domestica (Penyemprotan terbatas dan siap pakai)",PT Bahana Hannela Massima
929 ,FLASHMEX 20 SL,"Padi sawah : mempercepat tinggi tanaman, meningkatkan jumlah anakan, meningkatkan panjang malai, meningkatkan jumlah gabah/malai, meningkatkan bobot 1000 butir (Penyemprotan volume tinggi : 5 ml/10 l air
30,50 & 70 HST)",PT Dyriz Indonesia
930 ,FIRMAN 3 GR,Padi : wereng batang coklat Nilaparvata lugens (Penaburan : 8 - 10 kg/ha),PT Indo Hoechst
931 ,FIRMENTO 550/60 EC,"Cabai: hama trips
Thrips parvispinus  (Penyemprotan volume tinggi:
1 ml/l)",CV Agro Chemica
932 ,FIXUS 360 SC,"Bawang merah : ulat grayak Spodoptera exigua (Penyemprotan volume tinggi : 1,5 - 2 ml/l)",PT Sentana Adidaya Pratama
933 ,FLASHER 250 SC,"Bawang merah : penyakit bercak ungu Alternaria porri (Penyemprotan volume tinggi : 1 ml/l) Bawang merah : penyakit layu Fusarium oxysporum (Perlakuan benih : 10 ml/kg benih) Cabai : penyakit antraknosa Colletotrichum capsici (Penyemprotan volume tinggi : 2 ml/l) Jagung : penyakit bulai Peronosclerospora maydis (Perlakuan benih : 10 ml/kg benih) Kedelai : penyakit karat Phakopsora pachyrhizi (Penyemprotan volume tinggi : 2 ml/l) Kentang : penyakit layu Fusarium oxysporum (Perlakuan benih : 10 ml/kg benih) Padi : penyakit hawar pelepah Rhizoctonia solani, penyakit bercak coklat sempit Cercospora janseana, penyakit hawar daun Xanthomonas campestris, penyakit blas Pyricularia oryzae (Penyemprotan volume tinggi : 300 ml/ha)",PT Bina Guna Kimia
934 ,FINSOL 500 EC,"Cabai : ulat grayak Spodoptera litura (Penyemprotan volume tinggi : 0,25 ml/l)",CV Uni Agro Chemica
935 ,FIPROS 55 SC,"Cabai : hama trips 
Thrips parvispinus 
kutu daun 
Myzus persicae  (Penyemprotan volume tinggi:
0,25 l/ha ) Kelapa sawit : hama rayap 
Coptotermes curvignathus  (Penyemprotan volume tinggi:
1,5 - 2 ml/l ) Padi : wereng coklat 
Nilaparvata lugens
penggerek batang 
Scirpophaga incertulas  (Penyemprotan volume tinggi:
0,5 - 1 ml/l )",PT Petrosida Gresik
936 ,FILLADO 440 EC,"Kubis : ulat perusak daun Plutella xylostella (Penyemprotan volume tinggi : 1,5 - 2 ml/l)",PT Indoin Business Group
937 ,FILIMAX 650 SC,"Padi penyakit blas Pyricularia oryzae 

 (Penyemprotan volume tinggi:1,5 ml/l
)",PT Multi Sarana Indotani
938 ,FIDARID 200 SL,"Cabai : hama trips Thrips parvispinus, kutu daun Myzus persicae (Penyemprotan volume tinggi : 2,5 ml/l)",PT Green Apple Indonesia
939 ,FEROMON-EXI RB,"Bawang : ulat grayak Spodoptera exigua (Perangkap : 12 - 24 perangkap/0,25 ha)",CV Nusagri
940 ,FERO GER,Padi sawah : penggerek batang Scirpophaga incertulas (Pengumpanan : 8 - 20 perangkap/ha),PT Survindo Global
941 ,FERO TEB,Tebu : Penggerek batang Chilo sacchariphagus (Pengumpanan : 10 - 20 perangkap/ha),PT Tektonindo Henida Jaya
942 ,FERANCHER 100 EC,"Padi sawah : gulma berdaun sempit Echinochloa crus-galli (Penyemprotan volume tinggi : 0,75 - 1,5 l/ha)",PT Green Apple Indonesia
943 ,FERO BWG,"Bawang merah: ulat grayak
Spodoptera exigua (Perangkap :
32 perangkap/Ha)",PT Agritek Tani Indonesia
944 ,FERO CO,Kelapa : kumbang moncong Rhyncophorus ferrugineus (Pengumpanan : 1 - 2 perangkap/ha),PT Tektonindo Henida Jaya
945 ,FERO CUK,Tebu : penggerek pucuk Scirpophaga nivella (Perangkap : 10 - 20 perangkap/ha),PT Tektonindo Henida Jaya
946 ,FERADIPO 500 SL,"Padi : penggerek batang Scirpophaga incertulas, wereng batang coklat Nilaparvata lugens (Penyemprotan volume tinggi : 2,5 ml/l)",PT Green Apple Indonesia
947 ,FENVAL 200 EC,"Bawang merah : ulat grayak Spodoptera exigua (Penyemprotan volume tinggi : 1,5 - 2 ml/l) Cabai : ulat grayak Spodoptera litura, hama trips Thrips parvispinus (Penyemprotan volume tinggi : 0,25 - 0,5 ml/l) Jeruk : hama Diaphorina citri (Penyemprotan volume tinggi : 0,25 - 0,5 ml/l) Kakao : pengisap buah Helopeltis sp. (Penyemprotan volume tinggi : 0,25 - 0,5 ml/l) Kapas : penggerek pucuk Helicoverpa armigera (Penyemprotan volume tinggi : 0,5 - 1 ml/l) Kedelai : ulat grayak Spodoptera litura, pengisap polong Nezara viridula, perusak polong Heliothis armigera (Penyemprotan volume tinggi : 0,25 - 0,5 ml/l) Kedelai : penggulung daun Lamprosema indicata (Penyemprotan volume tinggi : 0,5 - 1 ml/l) Kelapa sawit : ulat api Thosea asigna (Penyemprotan volume tinggi : 0,25 - 0,5 ml/l) Kubis : perusak daun Plutella xylostella (Penyemprotan volume tinggi : 0,25 - 0,5 ml/l) Teh : pengisap daun Helopeltis antonii (Penyemprotan volume tinggi : 0,125 - 0,25 l/ha) Tembakau : ulat grayak Spodoptera litura (Penyemprotan volume tinggi : 0,25 - 0,5 ml/l) Tomat : penggerek buah Heliothis armigera (Penyemprotan volume tinggi : 0,25 - 0,5 ml/l)",PT Mitra Kreasidharma
948 ,FENTOP 30 EC,"Cabai : ulat grayak Spodoptera litura (Penyemprotan volume tinggi : 2,5 ml/l) Kedelai : ulat grayak Spodoptera litura (Penyemprotan volume tinggi : 1 - 2 ml/l)",PT Indagro
949 ,FENTRON 500 EC,"Beras di penyimpanan : hama gudang Tribolium castaneum, Sitophilus spp., Rhyzoperta spp. (Penyemprotan pada permukaan karung : 0,25 ml/30 ml larutan/m2)",PT Agrokimindo Kurniabuana
950 ,FENTICIDE 200 EC,"Cabai : ulat grayak Spodotera litura (Penyemprotan volume tinggi : 1,5 ml/l)",PT Behn Meyer AgriCare
951 ,FENTOLIN 200 EC,"Jeruk : Kutu loncat
Diaphorina citri (Penyemprotan volume tinggi:
1,5  ml/l)",PT Asiana Chemicalindo Lestari
952 ,FENPROZOLE 500 EC,"Kedelai : bercak daun 
Cercospora sojina. (Penyemprotan volume tinggi:
2 ml/l) Padi : penyakit busuk batang Helminthosporium sigmoideum (Penyemprotan volume tinggi : 1 ml/l)",PT Rainbow Agrosciences
953 ,FENOSIDA 255 EC,"Kedelai : penyakit bercak daun Cercospora capsici (Penyemprotan volume tinggi : 2 ml/l) Kentang : penyakit bercak coklat Alternaria solani (Penyemprotan volume tinggi : 2 ml/l) Padi : penyakit hawar pelepah
Rhizoctonia solani
penyakit bercak coklat sempit
Cercospora janseana (Penyemprotan volume tinggi:
0,4 ml/l) Padi : penyakit busuk batang Helminthosporium sigmoideum (Penyemprotan volume tinggi : 2 ml/l) Semangka : penyakit bercak daun Cercospora citrullina (Penyemprotan volume tinggi : 1,5 - 2 g/l)",PT Petrosida Gresik
954 ,FASTCHEFAT 75 WP,"Bawang merah : ulat grayak Spodoptera exigua (Penyemprotan volume tinggi : 2 - 2,5 g/l)",PT Bahtera Boniaga Lestari
955 ,FASTGOPAZ 50 SC,Kentang : penyakit hawar daun Phytophthora infestans (Penyemprotan volume tinggi : 2 ml/l),PT Bahtera Boniaga Lestari
956 ,FASTRIN 100 EC,"Bawang merah : ulat grayak Spodoptera exigua (Penyemprotan volume tinggi : 2 ml/l) Cabai : kutu daun Myzus persicae, hama trips Thrips parvispinus (Penyemprotan volume tinggi : 1,5 - 2 ml/l) Kubis : perusak daun Plutella xylostella, ulat krop Crocidolomia pavonana (Penyemprotan volume tinggi : 1,5 - 2 ml/l)",PT Green Apple Indonesia
957 ,FEN-GOLD 200 EC,"Cabai : ulat grayak Spodoptera litura (Penyemprotan volume tinggi : 1,5 - 2 ml/l)",PT Catur Agrodaya Mandiri
958 ,FENKILL 200 EC,"Kedelai : ulat grayak Spodoptera litura (Penyemprotan volume tinggi : 1,5 - 2 ml/l)",CV Abadi Jaya
959 ,FENOMIN 865 SL,"Padi sawah : gulma berdaun lebar Lindernia crustacea, Ludwigia octovalvis, Monochoria vaginalis, teki Fimbristylis miliacea (Penyemprotan volume tinggi : 0,5 - 1 l/ha)",PT Nathani Chemicals
960 ,FASTAC 15 EC,"Cabai : kutu daun Myzus persicae (Penyemprotan volume tinggi : 1,5 l/ha) Kakao : pengisap buah Helopeltis sp. (Penyemprotan volume tinggi : 0,75 ml/l) Kedelai : lalat bibit Agromyza phaseoli, penggulung daun Lamprosema indicata, penggerek polong Etiella zinckenella, kepik hijau Nezara viridula (Penyemprotan volume tinggi : 075 l/ha) Kedelai : ulat grayak Spodoptera litura (Penyemprotan volume tinggi : 1,5 l/ha) Kelapa sawit : ulat api Thosea asigna, Setora nitens (Penyemprotan volume tinggi : 202,5 ml/ha) Kubis : perusak daun Plutella xylostella (Penyemprotan volume tinggi : 0.375 ml/L) Kubis : perusak daun Crocidolomia pavonana (Penyemprotan volume tinggi  : 0,5625 ml/l) Semangka : kutu daun Myzus persicae, hama trips Thrips sp., kumbang daun Aulacophora sp. (Penyemprotan volume tinggi  : 2 ml/l) Teh: penghisap daun
Helopeltis sp. (Penyemprotan volume tinggi:
0,3  l/ha) Tembakau: ulat grayak
Spodoptera litura (Penyemprotan volume tinggi:
15 ml/10l) Tembakau: penggerek pucuk 
Helicoverpa sp. (Penyemprotan volume tinggi:
11,25 ml/10l) Tomat : penggerek buah Helicoverpa armigera (Penyemprotan volume tinggi : 0,75 ml/l)",PT BASF Indonesia
961 ,FARINTOP 50 EC,Cabai : ulat grayak Spodoptera litura (Penyemprotan volume tinggi : 2 ml/l),PT Fadjarpurnama Pratama Inti
962 ,FARMECTIN 36 EC,"Cabai: hama trips
Thrips parvispinus  (Penyemprotan volume tinggi:
0,75 ml/l)",PT Farmco Kimia
963 ,FARMFOSATE 480 SL,"Kelapa sawit (TBM) : gulma berdaun lebar Ageratum conyzoides, gulma berdaun sempit Axonopus compressus, Ischaemum timorense, Ottochloa nodosa (Penyemprotan volume tinggi : 2 - 3 l/ha)",PT Farmco Kimia
964 ,FARMQUAT 276 SL*,"Kelapa sawit (TBM) : gulma berdaun lebar Borreria alata, Mikania micrantha, Synedrella nodiflora, gulma berdaun sempit Ottochloa nodosa, Ischaemum timorense (Penyemprotan volume tinggi : 1,5 - 2,5 l/ha)",PT Farmco Kimia
965 ,FASCRON 500/50 EC,"Bawang merah: hama ulat grayak
Spodoptera exigua (Penyemprotan volume tinggi:
1,5 ml/l)",PT Santani Sejahtera
966 ,FAMFREE 100 EC,"Cabai: hama trips
Thrips parvispinus (Penyemprotan volume tinggi:
0,5 ml/l)",PT Maju Makmur  Utomo
967 ,FANATOP 288 SL*,"Kelapa sawit (TBM) : gulma berdaun lebar Ageratum conyzoides, Melastoma affine, gulma berdaun sempit Axonopus compressus (Penyemprotan volume tinggi : 1 - 1,5 l/ha)",PT Petrokimia Kayaku
968 ,FARIN 200 EC,"Cabai : hama trips Thrips parvispinus (Penyemprotan volume tinggi : 1,125 ml/l)",PT Dalzon Chemicals Indonesia
969 ,FAMDATRIN 50 EC,Bawang merah : kutu daun Myzus Persicae (Penyemprotan volume tinggi : 2 ml/l),PT Green Apple Indonesia
970 ,EXTRATIN 200 EC,Cabai : ulat grayak Spodoptera litura (Penyemprotan volume tinggi : 1 ml/l) Kakao : pengisap buah Helopeltis antonii (Penyemprotan volume tinggi : 2 ml/l) Kedelai : ulat grayak Spodotera litura (Penyemprotan volume tinggi  : 1 ml/l),PT Agrotech Pesticide Industry
971 ,EXRAN 100 EC,Padi sawah tanam benih langsung (tabela) : gulma berdaun sempit Echinochloa crus-galli (Penyemprotan volume tinggi : 2 - 3 l/ha),PT Dharma Guna Wibawa
972 ,EXPLORE 250 EC,"Bawang merah : penyakit bercak ungu
Alternaria porri (Penyemprotan volume tinggi:
4 ml/l) Cabai : penyakit bercak daun Cercospora capsici (Penyemprotan volume tinggi  : 250 - 375 ml/ha) Jagung : penyakit bulai Peronosclerospora maydis, penyakit hawar daun Helminthosporium turcicum (penyemprotan volume tinggi : 4 ml/l) Jeruk : penyakit embun tepung Oidium tingitaninum (penyemprotan volume tinggi : 1 ml/l) Kacang panjang : penyakit bercak daun Cercospora vignae (penyemprotan volume tinggi : 0,5 ml/l) Kakao: penyakit busuk buah   
Phytophthora palmivora   (Penyemprotan volume tinggi:
2 ml/l) Karet : penyakit bidang sadap Ceratocystis fimbriata (Penyemprotan volume tinggi : 4 ml/l) Kedelai : penyakit bercak daun Cercospora sojina (penyemprotan volume tinggi : 0,5 ml/l) Kelapa sawit : penyakit barcak daun coklat Curvularia maculans (Penyemprotan volume tinggi : 6 ml/l) Kentang : penyakit bercak coklat Alternaria solani (penyemprotan volume tinggi : 4 ml/l) Krisan : penyakit karat Puccinia shrysanthemi (penyemprotan volume tinggi : 0,5 ml/l) Mangga : penyakit bercak daun Stigmina mangiferae, penyakit antraknosa Colletotrichum gloeosporioides (Penyemprotan volume tinggi : 2 ml/l) Padi : penyakit blas Pyricularia oryzae (Penyemprotan volume tinggi : 2 ml/l) Padi : penyakit hawar daun
Rhizoctonia solani (Penyemprotan volume tinggi:
3 ml/l) Sawi: penyakit bercak daun 
Alternaria brassicae    (Penyemprotan volume tinggi:
3 ml/l) Semangka : penyakit embun bulu Pseudoperonospora cubensis (penyemprotan volume tinggi : 0,5 ml/l) Tembakau : penyakit patik daun Cercospora nicotianae (Penyemprotan volume tinggi : 2 ml/l) Tomat : penyakit bercak coklat Alternaria solani (Penyemprotan volume tinggi : 4 ml/l)",PT Dharma Guna Wibawa
973 ,EXPERTO 300 SC,"Padi sawah : penggerek batang Scirpophaga incertulas, wereng coklat Nilaparvata lugens (Penyemprotan volume tinggi : 1 - 1,5 ml/l)",PT Multi Sarana Indotani
974 ,EXONIL 50 WP,"Kentang : penyakit busuk daun Phytophthora infestans (Penyemprotan volume tinggi : 0,75 g/l)",PT Agrochem Jaya
975 ,EXPERT-PLUS 230 EC,"Bawang merah: ulat grayak
Spodoptera exigua (Penyemprotan volume tinggi:
1,5 ml/l)",CV Kunima Jaya Selaras
976 ,EVISET 50 SP,"Cabai : kutu daun Myzus persicae, kutu putih Bemisia tabaci (Penyemprotan volume tinggi : 1 - 2 g/l) Cabai: hama trips
Thrips parvispinus (Penyemprotan volume tinggi:
1,5  g/l) Kentang : hama kutu daun
Myzus persicae (Penyemprotan volume tinggi:
1,5 g/l) Padi sawah : wereng coklat Nilaparvata lugens, penggerek batang padi kuning Scirpophaga incertulas (Penyemprotan volume tinggi  : 0,75 kg/ha) Semangka: hama trips
Thrips parvispinus (Penyemprotan volume tinggi:
1 g/l) Tomat: hama trips 
Thrips palmi (Penyemprotan volume tinggi:
1,5 - 2 g/l ) Tomat: kutu daun
Myzus persicae
kutu kebul
Bemisia tabaci (Penyemprotan volume tinggi:
1,5 g/l)",PT Arysta LifeScience Tirta
977 ,ESTRAGO 250 SC,Bawang merah : penyakit bercak ungu Alternaria porri (Penyemprotan volume tinggi : 2  ml/l),PT Dharma Guna Wibawa
978 ,ETHREL 480 SL,"Apel : memerahkan, memperbaiki rasa dan aroma serta mempercepat masaknya buah; (Penyemprotan volume tinggi  1 ml/l) Kedelai : memperbaiki fertilitas (Penyemprotan volume tinggi : 0,4 ml/l) Kopi : mempercepat masaknya buah; (Penyemprotan volume tinggi : 0,5 ml/l) Nenas : merangsang pembungaan; (Penyemprotan volume tinggi : 1 ml/l) Pisang : memperbaiki rasa dan aroma serta mempercepat masaknya buah (Pencelupan : 1 ml/l) Tembakau : mempercepat masaknya daun; (Penyemprotan volume tinggi : 2 ml/l)",PT Bayer Indonesia
979 ,DOBRA 50 WP,"Bawang merah: penyakit bercak ungu
Alternaria solani (Penyemprotan volume tinggi:
2 g/l)",PT Deltagro Mulia Sejati
980 ,DOLLAR 80 WP,Cabai merah : penyakit bercak daun Cercospora capsici (Penyemprotan volume tinggi : 2 g/l),PT Belirang Kalisari
981 ,DIOMEC 18 EC,"Cabai : ulat grayak Spodoptera litura (Penyemprotan volume tinggi :  1,25 ml/l)",CV Bangkit Jaya
982 ,DIPHO 400 SL,"Padi : wereng coklat Nilaparvata lugens, penggerek batang Scirpophaga incertulas (Penyemprotan volume tinggi  : 2,25 ml/l)",PT Indagro
983 ,DIVATRIN 500 SC,"Budidaya tebu : gulma berdaun lebar 
Borreria alata
Cleome aspera
Ipomoea triliba
golongan rumput
Digitaria ciliaris  (Penyemprotan volume tinggi:
0,5 - 1 l/ha )",PT Multi Sarana Indotani
984 ,DIVATRIN 80 WP,"Budidaya tebu : gulma berdaun lebar 
Borreria alata
Ipomoea triliba
golongan rumput
Digitaria ciliaris  (Penyemprotan volume tinggi:
0,5 - 1 kg/ha )",PT Multi Sarana Indotani
985 ,DIVAXONE 243 SL*,"Lahan tanpa tanaman : gulma berdaun lebar 
Borreria alata
golongan rumput
Ottochloa nodosa (Penyemprotan volume tinggi:
1,5-2 l/ha)",PT Multi Sarana Indotani
986 ,DIVAXONE MIX 255 SL*,"Budidaya kelapa sawit (TBM): gulma berdaun lebar
Clidemia hirta
Nephrolepis biserrata
golongan rumput
Ottochloa nodosa
Ipomoea triloba (Penyemprotan volume tinggi:
1 - 2 l/ha) Karet (TBM): gulma berdaun lebar
Mikania micrantha
golongan rumput
Ottochloa nodosa
Paspalum conjugatum
semak
Diodia sarmentosa (Penyemprotan volume tinggi:
1 - 2 l/ha)",PT Multi Sarana Indotani
987 ,DKAZTROZOL PLUS 375 SC,"Padi sawah: penyakit bercak coklat sempit
Cercospora janseana (Penyemprotan volume tinggi:
1 ml/l)",PT Danken Indonesia
988 ,DKBENTA PLUS 432 SL,"Padi sawah: gulma berdaun lebar, Alternanthera philoxeroides, Ludwigia perennis, Monochoria vaginalis; golongan rumput Leptochloa synensis; teki Cyperus difformis, Fimbrystylis miliacea (Penyemprotan volume tinggi:
0,75 - 1 l/ha)",PT Danken Indonesia
989 ,DKBINOVA 100 SC,"Cabai:  penggerek buah
Helicoverpa armigera (Penyemprotan volume tinggi:
1 ml/l)",PT Danken Indonesia
990 ,"DKBOSTROBIN 32,7 WG","Bawang merah: bercak ungu
Alternaria porri (Penyemprotan volume tinggi:
1,5 g/l)",PT Danken Indonesia
991 ,DKCYPROBIN 280 SC,"Kedelai: penyakit karat daun
Phakospora spp. (Penyemprotan volume tinggi:
1,5 ml/l)",PT Danken Indonesia
992 ,DKLIFOSAT 480 SL,"Kelapa sawit (TBM): gulma berdaun lebar Ageratum conyzoides, Clidermia hirta, Erigeron sumatrensis; gulma berdaun sempit Axonopus compressus, Ottochloa nodosa, Paspalum conjugatum, Setaria plicata (Penyemprotan volume tinggi:
1 - 2 l/ha)",PT Danken Indonesia
993 ,DKPROTIO MIX 390 SC,"Padi: penyakit blas
Pyricularia oryzae (Penyemprotan volume tinggi:
1,5 ml/l)",PT Danken Indonesia
994 ,DOBELDOR 50 EC,"Kedelai : ulat grayak Spodoptera litura (Penyemprotan volume tinggi : 0,5 ml/l)",PT Agrokimindo Kurniabuana
