no,rank,character,animeography,mangaography,favorites
532,532,Jinbe,"['One Piece', 'One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai', 'One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi']",['One Piece'],3275
533,533,"Donquixote, Doflamingo","['One Piece', 'One Piece Film: Strong World Episode 0', 'One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi']","['One Piece', 'One Piece: Strong World']",3268
534,534,"Ootori, Kyouya",['Ouran Koukou Host Club'],"['Ouran Koukou Host Club', 'Ouran Koukou Host Club', 'Ouran Koukou Host Club Short Special']",3255
535,535,Yin,"['Darker than Black: Kuro no Keiyakusha', 'Darker than Black: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita', 'Darker than Black: Kuro no Keiyakusha Gaiden']","['Darker than Black: Shikkoku no Hana', 'Darker than Black: Kuro no Keiyakusha']",3252
536,536,"Hishiro, Chizuru","['ReLIFE', 'ReLIFE: Kanketsu-hen']",['ReLIFE'],3251
537,537,"Nakano, Ichika","['5-toubun no Hanayome', '5-toubun no Hanayome ∬', '5-toubun no Hanayome Movie']",['5-toubun no Hanayome'],3250
538,538,"Brown, Nicolas","['Gangsta.', 'Gangsta. Recap']","['Gangsta.', 'Postman', 'Gangsta:Cursed.: EP_Marco Adriano']",3246
539,539,"Maou, Sadao","['Hataraku Maou-sama!', 'Hataraku Maou-sama! 2nd Season']","['Hataraku Maou-sama!', 'Hataraku Maou-sama!', 'Hataraku Maou-sama! High School!']",3242
540,540,"Silva, Noelle","['Black Clover', 'Black Clover: Jump Festa 2018 Special', 'Mugyutto! Black Clover']",['Black Clover'],3237
541,541,"Kashiwazaki, Sena","['Boku wa Tomodachi ga Sukunai', 'Boku wa Tomodachi ga Sukunai Episode 0', 'Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai']","['Boku wa Tomodachi ga Sukunai', 'Boku wa Tomodachi ga Sukunai', 'Boku wa Tomodachi ga Sukunai+']",3218
542,542,"Victoria, Seras","['Hellsing', 'Hellsing Ultimate', 'Hellsing: Digest for Freaks']","['Hellsing', 'Hellsing']",3212
543,543,"Nakamura, Yuri","['Angel Beats!', 'Angel Beats! Specials', 'Kaginado Season 2']","['Angel Beats!: Track Zero', ""Angel Beats!: Heaven's Door"", 'Angel Beats! The 4-koma: Bokura no Sensen Koushinkyoku♪']",3210
544,544,"Furukawa, Akio","['Clannad Movie', 'Clannad', 'Clannad: After Story']","['Clannad 4-koma Manga Gekijyou', 'Clannad: Hikaru Mimamoru Sakamichi de']",3208
545,545,"Souma, Yuki","['Fruits Basket', 'Fruits Basket 1st Season', 'Fruits Basket 2nd Season']",['Fruits Basket'],3205
546,546,"Hitachiin, Kaoru",['Ouran Koukou Host Club'],"['Ouran Koukou Host Club', 'Ouran Koukou Host Club', 'Ouran Koukou Host Club Short Special']",3184
547,547,"Akise, Aru","['Mirai Nikki (TV)', 'Mirai Nikki (TV): Ura Mirai Nikki', 'Mirai Nikki: Redial']","['Mirai Nikki: Paradox', 'Mirai Nikki', 'Mirai Nikki: Mosaic']",3182
548,548,"Kagari, Atsuko","['Little Witch Academia', 'Little Witch Academia: Mahoujikake no Parade', 'Little Witch Academia (TV)']","['Little Witch Academia: Tsukiyo no Oukan', 'Little Witch Academia', 'Little Witch Academia']",3172
549,549,"Yoshida, Haru","['Tonari no Kaibutsu-kun', 'Tonari no Kaibutsu-kun: Tonari no Gokudou-kun']",['Tonari no Kaibutsu-kun'],3158
550,550,"Samejima, Mamimi",['FLCL'],"['FLCL', 'FLCL']",3157
551,551,Vivy,"[""Vivy: Fluorite Eye's Song""]","[""Vivy: Fluorite Eye's Song"", 'Vivy Prototype']",3139
552,552,"Kawamoto, Hinata","['3-gatsu no Lion', '3-gatsu no Lion Recap', '3-gatsu no Lion 2nd Season']",['3-gatsu no Lion'],3133
553,553,"Stein, Franken","['Soul Eater', 'Soul Eater NOT!']","['Soul Eater', 'Soul Eater NOT!']",3127
554,554,"Sarashina, Ruka","['Kanojo, Okarishimasu', 'Kanojo, Okarishimasu Petit', 'Kanojo, Okarishimasu 2nd Season']","['Kanojo, Okarishimasu']",3097
555,555,"Ooto, Ai","['Wonder Egg Priority', 'Wonder Egg Priority Special']",[],3087
556,556,"Noda, Megumi","['Nodame Cantabile', 'Nodame Cantabile: Nodame to Chiaki no Umi Monogatari', 'Nodame Cantabile: Paris-hen']",['Nodame Cantabile'],3087
557,557,Gin,['Hotarubi no Mori e'],"['Hotarubi no Mori e', 'Hotarubi no Mori e Aizouban']",3079
558,558,"Oga, Tatsumi","['Beelzebub: Hirotta Akachan wa Daimaou!?', 'Beelzebub', 'Beelzebub Specials']","['Beelzebub', 'Beelzebub Maou Gaiden']",3075
559,559,"Shigaraki, Tomura","['Boku no Hero Academia', 'Boku no Hero Academia 2nd Season', 'Boku no Hero Academia 2nd Season: Hero Note']",['Boku no Hero Academia'],3065
560,560,"Lagusa, Angelo","['91 Days', '91 Days: Mijikai Rousoku', '91 Days: Toki no Asase/Subete no Kinou/Ashita, Mata Ashita']",[],3048
561,561,"Joestar, Jonathan","['JoJo no Kimyou na Bouken: Phantom Blood', 'JoJo no Kimyou na Bouken (TV)', 'JoJo no Kimyou na Bouken: Phantom Blood Pilot']","['JoJo no Kimyou na Bouken Part 1: Phantom Blood', ""JoJo's Bizarre Adventure: Over Heaven"", 'Jorge Joestar']",3048
562,562,"Anarchy, Stocking","['Panty & Stocking with Garterbelt', 'Panty & Stocking in Sanitarybox']","['Panty & Stocking with Garterbelt', 'Panty & Stocking with Garterbelt']",3046
563,563,Uta,"['Tokyo Ghoul', 'Tokyo Ghoul √A', 'Tokyo Ghoul:re']","['Tokyo Ghoul', 'Tokyo Ghoul:re']",3042
564,564,"Yasuri, Shichika",['Katanagatari'],"['Katanagatari', 'Seishun Kijinden! Nishio Gakuen']",3041
565,565,Totoro,"['Tonari no Totoro', 'Mei to Koneko Bus']",[],3011
566,566,"Kawashima, Ami","['Toradora!', 'Toradora!: SOS! Kuishinbou Banbanzai', 'Toradora!: Bentou no Gokui']","['Toradora!', 'Toradora!', 'Toradora Spin-off!']",3006
567,567,"Akashiya, Moka","['Rosario to Vampire', 'Rosario to Vampire Capu2']","['Rosario to Vampire', 'Rosario to Vampire: Season II', 'Rosario to Vampire: Prototype']",3005
568,568,Tanaka,"['Tanaka-kun wa Itsumo Kedaruge', 'Tanaka-kun wa Kyou mo Kedaruge', 'Tanaka-kun wa Itsumo Kedaruge Specials']",['Tanaka-kun wa Itsumo Kedaruge'],3001
569,569,"Tachibana, Taki","['Kimi no Na wa.', 'Suntory Minami Alps no Tennensui', 'Tenki no Ko']","['Kimi no Na wa.', 'Kimi no Na wa. Another Side: Earthbound']",2986
570,570,Envy,"['Fullmetal Alchemist', 'Fullmetal Alchemist: The Conqueror of Shamballa', 'Fullmetal Alchemist: Reflections']",['Fullmetal Alchemist'],2972
571,571,Yui,"['Angel Beats!', 'Angel Beats! Specials', 'Kaginado Season 2']","['Angel Beats! The 4-koma: Bokura no Sensen Koushinkyoku♪', 'Angel Beats!: The Last Operation']",2959
572,572,"Shinmon, Benimaru","['Enen no Shouboutai', 'Enen no Shouboutai: Ni no Shou']",['Enen no Shouboutai'],2953
573,573,Shin-ah,"['Akatsuki no Yona', 'Akatsuki no Yona OVA']",['Akatsuki no Yona'],2946
574,574,"Iki, Hiyori","['Noragami', 'Noragami OVA', 'Noragami Aragoto']","['Noragami', 'Noragami: Shuuishuu']",2942
575,575,"Asagiri, Gen","['Dr. Stone', 'Dr. Stone: Stone Wars']",['Dr. Stone'],2937
576,576,Beatrice,"['Umineko no Naku Koro ni', 'Umineko no Naku Koro ni Specials']","['Umineko no Naku Koro ni - Episode 2: Turn of the Golden Witch', 'Umineko no Naku Koro ni - Episode 3: Banquet of the Golden Witch', 'Umineko no Naku Koro ni - Episode 4: Alliance of the Golden Witch']",2934
577,577,"Nightray, Gilbert","['Pandora Hearts', 'Pandora Hearts Omake']","['Pandora Hearts', 'Gilbert in Wonderland', 'Pandora Hearts: Caucus Race']",2930
578,578,"Takasugi, Shinsuke","['Gintama.', 'Gintama', 'Gintama: Shiroyasha Koutan']","['Gintama', 'Gekijouban Gintama: Kanketsu-hen - Yorozuya yo Eien Nare']",2928
579,579,Chii,"['Chobits', 'Chobits Recap', 'Tsubasa Chronicle']","['Chobits', 'Tsubasa: RESERVoir CHRoNiCLE']",2905
580,580,"Enoshima, Junko","['Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen', 'Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation', 'Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen']","['Danganronpa/Zero', 'Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei', 'Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation']",2903
581,581,"Otonashi, Yuzuru","['Angel Beats!', 'Angel Beats! Specials', 'Angel Beats!: Another Epilogue']","['Angel Beats!: The Last Operation', ""Angel Beats!: Heaven's Door""]",2899
582,582,"Keehl, Mihael","['Death Note', 'Death Note: Rewrite']","['Death Note', 'Death Note Another Note: Los Angeles BB Renzoku Satsujin Jiken']",2898
583,583,"Voldigoad, Anos","['Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou']","['Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou', 'Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou']",2895
584,584,"Izumi, Sagiri","['Eromanga-sensei', 'Eromanga-sensei OVA']","['Eromanga-sensei', 'Eromanga-sensei']",2892
585,585,"Okazaki, Ushio","['Clannad Movie', 'Clannad: After Story']",[],2882
586,586,"Kagami, Taiga","['Kuroko no Basket', 'Kuroko no Basket NG-shuu', 'Kuroko no Basket 2nd Season']","['Kuroko no Basket', 'Kuroko no Basket: Extra Game', 'Kuroko no Basket: Replace']",2881
587,587,"Portor, Feitan","['Hunter x Hunter', 'Hunter x Hunter: Original Video Animation', 'Hunter x Hunter: Greed Island']",['Hunter x Hunter'],2879
588,588,"Okumura, Eiji",['Banana Fish'],"['Banana Fish', 'Private Opinion: Banana Fish Another Story']",2857
589,589,Casca,"['Kenpuu Denki Berserk', 'Berserk: Ougon Jidai-hen I - Haou no Tamago', 'Berserk: Ougon Jidai-hen II - Doldrey Kouryaku']",['Berserk'],2855
590,590,Ikaros,"['Sora no Otoshimono', 'Sora no Otoshimono: Project Pink', 'Sora no Otoshimono: Forte']","['Sora no Otoshimono', 'Sora no Otoshimono Pico', 'Daisuki desu!! Mahou Tenshi Cosmos']",2850
591,591,"Baji, Keisuke","['Tokyo Revengers', 'Chibi Revenger']",['Tokyo卍Revengers'],2842
592,592,"Valentine, Funny",[],"['JoJo no Kimyou na Bouken Part 7: Steel Ball Run', 'Jorge Joestar']",2839
593,593,"Amane, Suzuha","['Steins;Gate 0', 'Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero', 'Steins;Gate 0: Kesshou Takei no Valentine - Bittersweet Intermedio']","['Steins;Gate: Boukan no Rebellion', 'Steins;Gate: Onshuu no Brownian Motion', 'Steins;Gate: Heiji Kyokusen no Epigraph']",2834
594,594,"Tenjou, Utena","['Shoujo Kakumei Utena', 'Shoujo Kakumei Utena: Adolescence Mokushiroku']","['Shoujo Kakumei Utena', 'Shoujo Kakumei Utena: Adolescence Mokushiroku', 'Shoujo Kakumei Utena']",2831
595,595,"Hiiragi, Kagami","['Lucky☆Star', 'Lucky☆Star: Original na Visual to Animation', 'Miyakawa-ke no Kuufuku']","['Lucky☆Star', 'Lucky Star Pocket Travelers', 'Lucky☆Star: Comic à la carte']",2822
596,596,"Hellscythe, Eucliwood","['Kore wa Zombie Desu ka?', 'Kore wa Zombie Desu ka? OVA', 'Kore wa Zombie Desu ka? of the Dead']","['Kore wa Zombie desu ka?', 'Kore wa Zombie desu ka?']",2820
597,597,Akatsuki,"['Log Horizon', 'Imanara Maniau! Log Horizon', 'Log Horizon 2nd Season']","['Log Horizon', 'Log Horizon']",2819
598,598,Beatrice,"['Re:Zero kara Hajimeru Isekai Seikatsu', 'Re:Zero kara Hajimeru Break Time', 'Re:Petit kara Hajimeru Isekai Seikatsu']","['Re:Zero kara Hajimeru Isekai Seikatsu: Dai-2 Shou - Yashiki no Isshuukan-hen', 'Re:Zero kara Hajimeru Isekai Seikatsu', 'Re:Zero kara Hajimeru Isekai Seikatsu: Dai-3 Shou - Truth of Zero']",2817
599,599,Bondrewd,"['Made in Abyss', 'Made in Abyss Movie 3: Fukaki Tamashii no Reimei', 'Made in Abyss Movie 2: Hourou Suru Tasogare']",['Made in Abyss'],2816
600,600,"Saluja, Alibaba","['Magi: The Labyrinth of Magic', 'Magi: The Kingdom of Magic']","['Magi', 'Magi: Sinbad no Bouken']",2816
601,601,"Strife, Cloud","['Final Fantasy VII: Advent Children', 'Final Fantasy VII: Last Order', 'Final Fantasy VII: Advent Children Complete']","['Final Fantasy VII: On the Way to a Smile', 'Kingdom Hearts', 'Final Fantasy: Lost Stranger']",2811
602,602,"Hatori, Chise","['Mahoutsukai no Yome: Hoshi Matsu Hito', 'Mahoutsukai no Yome', 'MahoYome: Aisatsu']",['Mahoutsukai no Yome'],2800
603,603,"Mikoshiba, Mikoto","['Gekkan Shoujo Nozaki-kun', 'Gekkan Shoujo Nozaki-kun Specials']",['Gekkan Shoujo Nozaki-kun'],2799
604,604,"Kurono, Kei","['Gantz', 'Gantz 2nd Stage', 'Gantz:O']",['Gantz'],2780
605,605,"Fernandes, Jellal","['Fairy Tail', 'Fairy Tail OVA', 'Fairy Tail (2014)']","['Fairy Tail', 'Fairy Tail x Nanatsu no Taizai Christmas Special']",2779
606,606,"Hasegawa, Langa",['SK∞'],['SK∞: Chill Out!'],2778
607,607,Future Trunks,"['Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin', 'Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen', 'Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu']","['Cross Epoch', 'Dragon Ball', 'Dragon Ball Super']",2769
608,608,"Boa, Hancock","['One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai', 'One Piece', 'One Piece Film: Strong World Episode 0']","['One Piece', 'One Piece: Strong World']",2766
609,609,San,['Mononoke Hime'],[],2763
610,610,Kobayashi,"['Kobayashi-san Chi no Maid Dragon', 'Kobayashi-san Chi no OO Dragon', 'Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai']","['Kobayashi-san Chi no Maid Dragon', 'Kobayashi-san Chi no Maid Dragon: Koushiki Anthology', 'Kobayashi-san Chi no Maid Dragon: Kanna no Nichijou']",2757
611,611,Nine,['Zankyou no Terror'],[],2751
612,612,"Lupin III, Arsene","['Lupin III', 'Lupin III: Alcatraz Connection', 'Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori']","['Lupin III', 'Shin Lupin III', 'Lupin III Y']",2748
613,613,"Nouzen, Shinei","['86', '86 Part 2']","['86', '86']",2747
614,614,Yami Yuugi,"['Yu☆Gi☆Oh! Duel Monsters', 'Yu☆Gi☆Oh!', 'Yu☆Gi☆Oh!: Hikari no Pyramid']","['Yu☆Gi☆Oh!', 'Yu☆Gi☆Oh! R', 'Yu☆Gi☆Oh! Duel Monsters: Hikari no Pyramid']",2735
615,615,"Takimoto, Hifumi","['New Game!', 'New Game!: Watashi, Shain Ryokou tte Hajimete nano de...', 'New Game!!']",['New Game!'],2729
616,616,Fushi,"['Fumetsu no Anata e', 'Fumetsu no Anata e 2nd Season']",['Fumetsu no Anata e'],2728
617,617,"Hinazuki, Kayo","['Boku dake ga Inai Machi', 'Boku dake ga Inai Machi Recaps']",['Boku dake ga Inai Machi'],2727
618,618,Watashi,"['Jinrui wa Suitai Shimashita', 'Jinrui wa Suitai Shimashita Specials', 'Jinrui wa Suitai Shimashita: Ningen-san no, Yousei-san Memo']","['Jinrui wa Suitai Shimashita', 'Jinrui wa Suitai Shimashita: Yousei, Shimasu ka?', 'Jinrui wa Suitai Shimashita: Nonbirishita Houkoku']",2724
619,619,"Deviluke, Lala Satalin","['To LOVE-Ru', 'To LOVE-Ru OVA', 'Motto To LOVE-Ru']","['To LOVE-Ru', 'To LOVE-Ru Darkness: Little Sisters', 'Mayoi Neko Overrun!']",2722
620,620,Mumen Rider,"['One Punch Man', 'One Punch Man 2nd Season', 'One Punch Man 2nd Season Specials']",['One Punch-Man'],2719
621,621,"Takami, Keigo","['Boku no Hero Academia 4th Season', 'Boku no Hero Academia the Movie 2: Heroes:Rising', 'Boku no Hero Academia 5th Season']",['Boku no Hero Academia'],2704
622,622,"Sakuragi, Rokurouta",['Rainbow: Nisha Rokubou no Shichinin'],['Rainbow: Nisha Rokubou no Shichinin'],2697
623,623,"Mashima, Taichi","['Chihayafuru', 'Chihayafuru 2', 'Chihayafuru 2: Waga Miyo ni Furu Nagame Shima ni']","['Chihayafuru', 'Chihayafuru: Chuugakusei-hen', 'Chihayafuru: Chuugakusei-hen']",2695
624,624,"Kaminari, Denki","['Boku no Hero Academia', 'Boku no Hero Academia 2nd Season', 'Boku no Hero Academia: Sukue! Kyuujo Kunren!']","['Boku no Hero Academia', 'Boku no Hero Academia Smash!']",2693
625,625,"Kurogane, Ikki",['Rakudai Kishi no Cavalry'],"['Rakudai Kishi no Cavalry', 'Rakudai Kishi no Cavalry']",2684
626,626,"Urabe, Mikoto","['Nazo no Kanojo X', 'Nazo no Kanojo X: Nazo no Natsu Matsuri']",['Nazo no Kanojo X'],2674
627,627,Ouzen,"['Made in Abyss', 'Made in Abyss Movie 1: Tabidachi no Yoake', 'Made in Abyss Movie 2: Hourou Suru Tasogare']",['Made in Abyss'],2673
628,628,"Miyuki, Kazuya","['Diamond no Ace', 'Diamond no Ace: Second Season', 'Diamond no Ace: Second Season OVA']","['Diamond no Ace', 'Diamond no Brass!!: Seidou Koukou Suisougaku-bu', 'Diamond no Ace Act II']",2666
629,629,"Gokudera, Hayato","['Katekyo Hitman Reborn!', 'Katekyo Hitman Reborn! Vongola Family Soutoujou! Vongola Shiki Shuugakuryokou, Kuru!!', 'Katekyo Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview']","['Katekyo Hitman Reborn!', 'Katekyo Hitman Reborn! Secret Bullet', 'Vongola GP Kuru']",2664
630,630,Alice,"['Pandora Hearts', 'Pandora Hearts Omake']","['Pandora Hearts', 'Pandora Hearts: Caucus Race']",2657
631,631,"Nakiri, Alice","['Shokugeki no Souma OVA', 'Shokugeki no Souma', 'Shokugeki no Souma: Ni no Sara']","['Shokugeki no Souma', 'Shokugeki no Souma: à la Carte']",2649
632,632,Tsukuyo,"['Gintama°: Aizome Kaori-hen', 'Gintama', ""Gintama'""]","['Gintama', 'Gekijouban Gintama: Kanketsu-hen - Yorozuya yo Eien Nare']",2647
633,633,"Toujou, Nozomi","['Bokura no Live Kimi to no Life', 'Snow Halation', 'Natsu-iro Egao de 1, 2, Jump!']","['Love Live!', 'Love Live! School Idol Diary', 'Love Live! School Idol Diary']",2642
634,634,"Aioi, Yuuko","['Nichijou: Nichijou no 0-wa', 'Nichijou', 'Nichijou: Original Jikai Yokoku']","['Nichijou', 'Helvetica Standard']",2640
635,635,"Tadokoro, Megumi","['Shokugeki no Souma', 'Shokugeki no Souma: Ni no Sara', 'Shokugeki no Souma: Ni no Sara OVA']","['Shokugeki no Souma', 'Shokugeki no Souma: à la Carte', ""Shokugeki no Souma: L'étoile""]",2629
636,636,Sakamoto,"['Sakamoto Desu ga?', 'Sakamoto Desu ga? Special']",['Sakamoto desu ga?'],2627
637,637,"Vermillion, Stella",['Rakudai Kishi no Cavalry'],"['Rakudai Kishi no Cavalry', 'Rakudai Kishi no Cavalry']",2619
638,638,"Dola, Schwi",['No Game No Life: Zero'],['No Game No Life'],2612
639,639,"Akaashi, Keiji","['Haikyuu!! Second Season', 'Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou', 'Haikyuu!!: vs. ""Akaten""']",['Haikyuu!!'],2605
640,640,"Toudou, Aoi",['Jujutsu Kaisen (TV)'],['Jujutsu Kaisen'],2603
641,641,"Okazaki, Shinichi",['Nana'],['Nana'],2602
642,642,"Kaiba, Seto","['Yu☆Gi☆Oh! Duel Monsters', 'Yu☆Gi☆Oh!', 'Yu☆Gi☆Oh!: Hikari no Pyramid']","['Yu☆Gi☆Oh!', 'Yu☆Gi☆Oh! R', 'Yu☆Gi☆Oh! Duel Monsters: Hikari no Pyramid']",2600
643,643,"Ichinose, Guren","['Owari no Seraph', 'Owari no Seraph: Nagoya Kessen-hen', 'Owari no Seraph: The Beginning of the End']","['Owari no Seraph', 'Owari no Seraph: Ichinose Guren, 16-sai no Catastrophe', 'Owari no Seraph: Ichinose Guren, 16-sai no Catastrophe']",2575
644,644,"Nifuji, Hirotaka","['Wotaku ni Koi wa Muzukashii', 'Wotaku ni Koi wa Muzukashii OVA']",['Wotaku ni Koi wa Muzukashii'],2567
645,645,"Hasegawa, Taizou","['Gintama', 'Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi', 'Gintama: Shiroyasha Koutan']","['Gintama', 'Gekijouban Gintama: Kanketsu-hen - Yorozuya yo Eien Nare']",2564
646,646,Kenshirou,"['Hokuto no Ken', 'Hokuto no Ken 2', 'Shin Hokuto no Ken']","['Hokuto no Ken', 'Hokuto no Ken: Jubaku no Machi', 'Hokuto no Ken - Yuria Gaiden']",2564
647,647,"Kagamihara, Nadeshiko","['Yuru Camp△', 'Yuru Camp△ Specials', 'Yuru Camp△ Season 2']",['Yuru Camp△'],2560
648,648,"Ouma, Shuu","['Guilty Crown', 'Guilty Crown: Kiseki - Reassortment', 'Guilty Crown: 4-koma Gekijou']",['Guilty Crown'],2558
649,649,"Asakura, You","['Shaman King', 'Shaman King Specials', 'Shaman King (2021)']","['Shaman King', 'Shaman King Kanzenban', 'Shaman King Zero']",2557
650,650,Eugeo,"['Sword Art Online: Alicization', 'Sword Art Online: Alicization - Recollection', 'Sword Art Online: Alicization - War of Underworld Reflection']","['Sword Art Online', 'Sword Art Online: Project Alicization']",2553
651,651,"Kotegawa, Chisa",['Grand Blue'],['Grand Blue'],2548
652,652,"Sakura, Chiyo","['Gekkan Shoujo Nozaki-kun', 'Gekkan Shoujo Nozaki-kun Specials']",['Gekkan Shoujo Nozaki-kun'],2544
653,653,"Abarai, Renji","['Bleach', 'Bleach Movie 4: Jigoku-hen', 'Bleach: The Sealed Sword Frenzy']","['Bleach', 'Bleach: We Do Knot Always Love You', 'Bleach: The Honey Dish Rhapsody']",2540
654,654,"Teppelin, Nia","['Tengen Toppa Gurren Lagann', 'Tengen Toppa Gurren Lagann Movie 1: Gurren-hen', 'Tengen Toppa Gurren Lagann Movie 2: Lagann-hen']","['Tengen Toppa Gurren Lagann', 'Tengen Toppa Gurren Lagann: Gurren Gakuen-hen', 'Tengen Toppa Gurren Lagann: Rasen Shounentan']",2534
655,655,"Mizunashi, Akari","['Aria the Animation', 'Aria the Natural', 'Aria the OVA: Arietta']","['Aria', 'Aqua', 'Aria Special Navigations']",2533
656,656,"Koizumi, Risa",['Lovely★Complex'],"['Lovely★Complex', 'Lovely★Complex Two']",2521
657,657,"Kanbe, Daisuke",['Fugou Keiji: Balance:Unlimited'],[],2519
658,658,"Redfox, Gajeel","['Fairy Tail', 'Fairy Tail OVA', 'Fairy Tail Movie 1: Houou no Miko']","['Fairy Tail Gaiden', 'Fairy Tail', 'Fairy Girls']",2518
659,659,"Sento, Isuzu","['Amagi Brilliant Park', 'Amagi Brilliant Park: Wakuwaku Mini Theater - Rakugaki Backstage', 'Amagi Brilliant Park: Nonbirishiteiru Hima ga Nai!']","['Amagi Brilliant Park', 'Amagi Brilliant Park']",2510
660,660,Obi,"['Akagami no Shirayuki-hime', 'Akagami no Shirayuki-hime 2nd Season', 'Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page']",['Akagami no Shirayuki-hime'],2510
661,661,"Handa, Sei","['Barakamon', 'Mijikamon', 'Handa-kun']","['Barakamon', 'Handa-kun']",2506
662,662,"Aoyama, Nanami",['Sakura-sou no Pet na Kanojo'],"['Sakurasou no Pet na Kanojo', 'Sakurasou no Pet na Kanojo']",2502
663,663,Senko-san,['Sewayaki Kitsune no Senko-san'],['Sewayaki Kitsune no Senko-san'],2500
664,664,"Tsukiyama, Shuu","['Tokyo Ghoul: ""Pinto""', 'Tokyo Ghoul', 'Tokyo Ghoul √A']","['Tokyo Ghoul', 'Tokyo Ghoul', 'Tokyo Ghoul:re']",2499
665,665,"Ainsworth, Elias","['Mahoutsukai no Yome', 'MahoYome: Aisatsu', 'MahoYome']",['Mahoutsukai no Yome'],2498
666,666,"Koito, Yuu",['Yagate Kimi ni Naru'],"['Yagate Kimi ni Naru', 'Yagate Kimi ni Naru: Koushiki Comic Anthology', 'Yagate Kimi ni Naru: Saeki Sayaka ni Tsuite']",2495
667,667,"Kazehaya, Shouta","['Kimi ni Todoke', 'Kimi ni Todoke 2nd Season', 'Kimi ni Todoke 2nd Season: Minitodo Gekijou']","['Kimi ni Todoke', 'Kimi ni Todoke']",2494
668,668,"Hyakuya, Yuuichirou","['Owari no Seraph', 'Owari no Seraph: Nagoya Kessen-hen', 'Owaranai Seraph']","['Owari no Seraph', 'Owari no Seraph: Ichinose Guren, 16-sai no Catastrophe', 'Owari no Seraph: Kyuuketsuki Mikaela no Monogatari']",2491
669,669,Zeke,"['Shingeki no Kyojin Season 2', 'Shingeki no Kyojin Season 3', 'Shingeki no Kyojin Season 3 Part 2']","['Shingeki no Kyojin', 'Shingeki! Kyojin Chuugakkou']",2488
670,670,Tatsumi,"['Akame ga Kill!', 'AkaKill! Gekijou', 'Akame ga Kill! Recap']","['Akame ga Kill!', 'Akame ga Kill! 1.5']",2488
671,671,"Amajiki, Tamaki","['Boku no Hero Academia 3rd Season', 'Boku no Hero Academia 4th Season', 'Boku no Hero Academia 5th Season']",['Boku no Hero Academia'],2487
