no,rank,title,type,total_eps,show_time,member,score,link_page
13387,"
13387
",Shadow Fighter,TV,26,Jul 2005 - Jan 2006,35,N/A,https://myanimelist.net/anime/48254/Shadow_Fighter
13388,"
13388
",Shadow Skill (1999),OVA,1,1999 - 1999,390,N/A,https://myanimelist.net/anime/38722/Shadow_Skill_1999
13389,"
13389
",Shaka no Shougai,Movie,1,1961 - 1961,156,N/A,https://myanimelist.net/anime/32627/Shaka_no_Shougai
13390,"
13390
",Shake,Music,1,Jul 2011 - Jul 2011,181,N/A,https://myanimelist.net/anime/38969/Shake
13391,"
13391
",Shaman King (2021): Funbari Onsen Hanjouki,ONA,10,Aug 2021 - Aug 2021,292,N/A,https://myanimelist.net/anime/49708/Shaman_King_2021__Funbari_Onsen_Hanjouki
13392,"
13392
",Shammy to Kage Boy,Special,?,Oct 2016 -,193,N/A,https://myanimelist.net/anime/35701/Shammy_to_Kage_Boy
13393,"
13393
",Shampoo Ouji,TV,12,Oct 2007 - Dec 2007,132,N/A,https://myanimelist.net/anime/35508/Shampoo_Ouji
13394,"
13394
",Shan He She Ji Tu,ONA,20,Oct 2018 - Mar 2019,323,N/A,https://myanimelist.net/anime/38919/Shan_He_She_Ji_Tu
13395,"
13395
",Shan Liang De Xia Wu Dong,Movie,1,1981 - 1981,17,N/A,https://myanimelist.net/anime/43494/Shan_Liang_De_Xia_Wu_Dong
13396,"
13396
",Shan Ya Zi,Movie,1,1978 - 1978,16,N/A,https://myanimelist.net/anime/43797/Shan_Ya_Zi
13397,"
13397
",Shan Yang He Lang,Movie,1,1960 - 1960,21,N/A,https://myanimelist.net/anime/43272/Shan_Yang_He_Lang
13398,"
13398
",Shan Yang Hui Le Jia,Movie,1,1977 - 1977,20,N/A,https://myanimelist.net/anime/43391/Shan_Yang_Hui_Le_Jia
13399,"
13399
",Shanguang Xiao Zongdui,TV,26,2019 - 2019,18,N/A,https://myanimelist.net/anime/47946/Shanguang_Xiao_Zongdui
13400,"
13400
",Shanshan de Hongxing: Hongxing Xiao Yongshi,Movie,1,Oct 2007 - Oct 2007,317,N/A,https://myanimelist.net/anime/6150/Shanshan_de_Hongxing__Hongxing_Xiao_Yongshi
13401,"
13401
",Shanshen Yu Xiaozao,ONA,?,Dec 2021 -,125,N/A,https://myanimelist.net/anime/50603/Shanshen_Yu_Xiaozao
13402,"
13402
",Shao Nian Effendi,TV,104,2012 -,19,N/A,https://myanimelist.net/anime/43450/Shao_Nian_Effendi
13403,"
13403
",Shaolin Chuanqi,TV,26,-,101,N/A,https://myanimelist.net/anime/36015/Shaolin_Chuanqi
13404,"
13404
",Shaonian A Xing,ONA,18,2018 - 2018,18,N/A,https://myanimelist.net/anime/47759/Shaonian_A_Xing
13405,"
13405
",Shaonian Ge Xing: Feng Hua Xue Yue Pian Part 2,ONA,?,Jan 2022 -,130,N/A,https://myanimelist.net/anime/50629/Shaonian_Ge_Xing__Feng_Hua_Xue_Yue_Pian_Part_2
13406,"
13406
",Shaonian Huo Yuan Jia,TV,26,Nov 2006 - 2007,26,N/A,https://myanimelist.net/anime/45718/Shaonian_Huo_Yuan_Jia
13407,"
13407
",Shaonian Jinyiwei 2nd Season,ONA,13,Sep 2017 - Jan 2018,422,N/A,https://myanimelist.net/anime/37152/Shaonian_Jinyiwei_2nd_Season
13408,"
13408
",Shaonian Jinyiwei Xuzhang,ONA,1,Dec 2016 - Dec 2016,66,N/A,https://myanimelist.net/anime/48910/Shaonian_Jinyiwei_Xuzhang
13409,"
13409
",Shayou,Movie,1,2007 - 2007,122,N/A,https://myanimelist.net/anime/38641/Shayou
13410,"
13410
",She,Movie,1,1971 - 1971,104,N/A,https://myanimelist.net/anime/38873/She
13411,"
13411
",Sheep in the Island,Special,2,2004 - 2004,250,N/A,https://myanimelist.net/anime/25979/Sheep_in_the_Island
13412,"
13412
",Shelter,Movie,1,1980 - 1980,121,N/A,https://myanimelist.net/anime/49197/Shelter
13413,"
13413
",Shen Bi,Movie,1,1955 - 1955,24,N/A,https://myanimelist.net/anime/43216/Shen_Bi
13414,"
13414
",Shen Bi Ma Liang,Movie,1,Jul 2014 - Jul 2014,45,N/A,https://myanimelist.net/anime/49143/Shen_Bi_Ma_Liang
13415,"
13415
",Shen Ming Zhi Zhou,ONA,12,Dec 2015 - May 2016,716,N/A,https://myanimelist.net/anime/33760/Shen_Ming_Zhi_Zhou
13416,"
13416
",Shen Shou Jin Gang,TV,46,2009 - 2009,48,N/A,https://myanimelist.net/anime/41415/Shen_Shou_Jin_Gang
13417,"
13417
",Shenmi Shijie Lixian Ji,Movie,1,Aug 2012 - Aug 2012,161,N/A,https://myanimelist.net/anime/32796/Shenmi_Shijie_Lixian_Ji
13418,"
13418
",Shenmi Shijie Lixian Ji 2,Movie,1,Aug 2014 - Aug 2014,153,N/A,https://myanimelist.net/anime/32797/Shenmi_Shijie_Lixian_Ji_2
13419,"
13419
",Shenmi Shijie Lixian Ji 3,Movie,1,Jul 2016 - Jul 2016,95,N/A,https://myanimelist.net/anime/38484/Shenmi_Shijie_Lixian_Ji_3
13420,"
13420
",Shenqi De Da Yunhe,TV,52,2014 -,29,N/A,https://myanimelist.net/anime/46949/Shenqi_De_Da_Yunhe
13421,"
13421
",Shenqi Zhihui Dao,TV,16,2020 - 2020,18,N/A,https://myanimelist.net/anime/48082/Shenqi_Zhihui_Dao
13422,"
13422
",Shenyi Jiu Xiaojie,ONA,60,Nov 2021 -,249,N/A,https://myanimelist.net/anime/50521/Shenyi_Jiu_Xiaojie
13423,"
13423
",Sherlock Holmes to Watson Hakase,Music,1,Dec 1975 - Dec 1975,107,N/A,https://myanimelist.net/anime/43774/Sherlock_Holmes_to_Watson_Hakase
13424,"
13424
",Shi Er Shengxiao,TV,13,1993 - 1995,20,N/A,https://myanimelist.net/anime/43676/Shi_Er_Shengxiao
13425,"
13425
",Shi Jie Bei Xing Ci Yuan,ONA,3,-,31,N/A,https://myanimelist.net/anime/48117/Shi_Jie_Bei_Xing_Ci_Yuan
13426,"
13426
",Shi Lai Yunzhuan,TV,52,2020 -,18,N/A,https://myanimelist.net/anime/48037/Shi_Lai_Yunzhuan
13427,"
13427
",Shi Shi Zi,Movie,1,1984 - 1984,18,N/A,https://myanimelist.net/anime/43573/Shi_Shi_Zi
13428,"
13428
",Shi Wan Ge Leng Xiaohua 2nd Season,ONA,13,Dec 2013 - Dec 2014,365,N/A,https://myanimelist.net/anime/33194/Shi_Wan_Ge_Leng_Xiaohua_2nd_Season
13429,"
13429
",Shi Wan Ge Leng Xiaohua Di 3rd Season,ONA,49,Dec 2015 - Sep 2017,506,N/A,https://myanimelist.net/anime/33196/Shi_Wan_Ge_Leng_Xiaohua_Di_3rd_Season
13430,"
13430
",Shi Wan Ge Leng Xiaohua Movie 2,Movie,1,Aug 2017 - Aug 2017,257,N/A,https://myanimelist.net/anime/36619/Shi_Wan_Ge_Leng_Xiaohua_Movie_2
13431,"
13431
",Shi Wan Ge Weisheme Juchang,TV,365,2009 - 2010,19,N/A,https://myanimelist.net/anime/47952/Shi_Wan_Ge_Weisheme_Juchang
13432,"
13432
",Shi Ye Miao Yin,ONA,11,Sep 2021 - Dec 2021,742,N/A,https://myanimelist.net/anime/44411/Shi_Ye_Miao_Yin
13433,"
13433
",Shiawase Daifuku,Music,1,Dec 2007 - Dec 2007,146,N/A,https://myanimelist.net/anime/37059/Shiawase_Daifuku
13434,"
13434
",Shiawase Haitatsu Taneko,TV,?,Mar 2011 -,606,N/A,https://myanimelist.net/anime/10506/Shiawase_Haitatsu_Taneko
13435,"
13435
",Shiawase Kyou Ryuu Ondo,Music,1,Jun 2002 - Jun 2002,74,N/A,https://myanimelist.net/anime/42690/Shiawase_Kyou_Ryuu_Ondo
13436,"
13436
",Shiawase no Katachi,OVA,4,Oct 1990 - Apr 1991,260,N/A,https://myanimelist.net/anime/9404/Shiawase_no_Katachi
13437,"
13437
",Shiawase no Ouji,Movie,1,1975 - 1975,182,N/A,https://myanimelist.net/anime/25093/Shiawase_no_Ouji
13438,"
13438
",Shiawase no Tokei,Music,1,Feb 2012 - Feb 2012,218,N/A,https://myanimelist.net/anime/30201/Shiawase_no_Tokei
13439,"
13439
",Shibai Taroka,OVA,2,Nov 1993 - May 1994,572,N/A,https://myanimelist.net/anime/18683/Shibai_Taroka
13440,"
13440
",Shibawanko no Wa no Kokoro,TV,80,Apr 2006 - Mar 2007,631,N/A,https://myanimelist.net/anime/1739/Shibawanko_no_Wa_no_Kokoro
13441,"
13441
",Shibuzome Ikki: Ashita ni Kakeru Niji,OVA,1,2001 - 2001,118,N/A,https://myanimelist.net/anime/30983/Shibuzome_Ikki__Ashita_ni_Kakeru_Niji
13442,"
13442
",Shichigahama de Mitsuketa,ONA,1,Mar 2021 - Mar 2021,366,N/A,https://myanimelist.net/anime/48512/Shichigahama_de_Mitsuketa
13443,"
13443
",Shiden Pilot,Special,1,Mar 2004 - Mar 2004,270,N/A,https://myanimelist.net/anime/24441/Shiden_Pilot
13444,"
13444
",Shigutsman,OVA,1,Nov 2009 - Nov 2009,108,N/A,https://myanimelist.net/anime/37892/Shigutsman
13445,"
13445
",Shihang,Movie,1,1976 - 1976,17,N/A,https://myanimelist.net/anime/43796/Shihang
13446,"
13446
",Shijian Qiutu,ONA,12,Oct 2021 - Dec 2021,47,N/A,https://myanimelist.net/anime/50644/Shijian_Qiutu
13447,"
13447
",Shijin to Tsubame,Music,1,Oct 1985 - Oct 1985,126,N/A,https://myanimelist.net/anime/36810/Shijin_to_Tsubame
13448,"
13448
",Shika no Ou: Yuna to Yakusoku no Tabi,Movie,1,Jun 2021 - Jun 2021,"17,625",N/A,https://myanimelist.net/anime/38015/Shika_no_Ou__Yuna_to_Yakusoku_no_Tabi
13449,"
13449
",Shika to Kanta,OVA,1,Apr 1992 - Apr 1992,209,N/A,https://myanimelist.net/anime/30447/Shika_to_Kanta
13450,"
13450
",Shikato,TV,135,Oct 1992 - 1993,128,N/A,https://myanimelist.net/anime/36736/Shikato
13451,"
13451
",Shikong Long Qishi,TV,52,Mar 2020 -,33,N/A,https://myanimelist.net/anime/48009/Shikong_Long_Qishi
13452,"
13452
",Shima Kousaku no Asia Risshi-den,TV,26,May 2013 - Feb 2015,475,N/A,https://myanimelist.net/anime/33538/Shima_Kousaku_no_Asia_Risshi-den
13453,"
13453
",Shima Kousaku no Asia Risshi-den Specials,Special,4,May 2013 - May 2014,147,N/A,https://myanimelist.net/anime/33539/Shima_Kousaku_no_Asia_Risshi-den_Specials
13454,"
13454
",Shima Kousaku no Asia Shinseki-den,TV,30,Jan 2016 -,768,N/A,https://myanimelist.net/anime/33540/Shima_Kousaku_no_Asia_Shinseki-den
13455,"
13455
",Shima no Kuregata no Hanashi,OVA,1,2010 - 2010,105,N/A,https://myanimelist.net/anime/34187/Shima_no_Kuregata_no_Hanashi
13456,"
13456
",Shima Shima Tora no Shimajirou no Koutsuu Anzen,OVA,1,Sep 1994 - Sep 1994,93,N/A,https://myanimelist.net/anime/39160/Shima_Shima_Tora_no_Shimajirou_no_Koutsuu_Anzen
13457,"
13457
",Shima Shima Tora no Shimajirou no Shouboutai,OVA,1,Sep 1994 - Sep 1994,93,N/A,https://myanimelist.net/anime/39159/Shima_Shima_Tora_no_Shimajirou_no_Shouboutai
13458,"
13458
",Shimajirou Hesoka,TV,99,Apr 2010 - Mar 2012,275,N/A,https://myanimelist.net/anime/18939/Shimajirou_Hesoka
13459,"
13459
",Shimajirou Movie: Mahou no Shima no Daibouken,Movie,1,Mar 2018 - Mar 2018,197,N/A,https://myanimelist.net/anime/36727/Shimajirou_Movie__Mahou_no_Shima_no_Daibouken
13460,"
13460
",Shimajirou no Wow!,TV,?,Apr 2012 -,388,N/A,https://myanimelist.net/anime/18941/Shimajirou_no_Wow
13461,"
13461
",Shimajirou to Ehon no Kuni,Movie,1,Mar 2016 - Mar 2016,216,N/A,https://myanimelist.net/anime/32014/Shimajirou_to_Ehon_no_Kuni
13462,"
13462
",Shimajirou to Fufu no Daibouken Movie: Sukue! Nana-iro no Hana,Movie,1,Mar 2013 - Mar 2013,258,N/A,https://myanimelist.net/anime/18943/Shimajirou_to_Fufu_no_Daibouken_Movie__Sukue_Nana-iro_no_Hana
13463,"
13463
",Shimajirou to Kujira no Uta,Movie,1,Mar 2014 - Mar 2014,267,N/A,https://myanimelist.net/anime/20963/Shimajirou_to_Kujira_no_Uta
13464,"
13464
",Shimajirou to Niji no Oasis,Movie,1,Mar 2017 - Mar 2017,221,N/A,https://myanimelist.net/anime/34315/Shimajirou_to_Niji_no_Oasis
13465,"
13465
",Shimajirou to Ookinaki,Movie,1,Mar 2015 - Mar 2015,226,N/A,https://myanimelist.net/anime/28293/Shimajirou_to_Ookinaki
13466,"
13466
",Shimajirou to Sora Tobu Fune,Movie,1,Mar 2021 - Mar 2021,163,N/A,https://myanimelist.net/anime/40621/Shimajirou_to_Sora_Tobu_Fune
13467,"
13467
",Shimajirou to Tanjoubi no Ohoshi-sama,Movie,1,2013 - 2013,134,N/A,https://myanimelist.net/anime/36759/Shimajirou_to_Tanjoubi_no_Ohoshi-sama
13468,"
13468
",Shimajirou to Ururu no Hero Land,Movie,1,Mar 2019 - Mar 2019,158,N/A,https://myanimelist.net/anime/38618/Shimajirou_to_Ururu_no_Hero_Land
13469,"
13469
",Shimauma to Lion,Music,1,Oct 2013 - Oct 2013,120,N/A,https://myanimelist.net/anime/39925/Shimauma_to_Lion
13470,"
13470
",Shin Bikkuriman,TV,72,Apr 1989 - Aug 1990,369,N/A,https://myanimelist.net/anime/9885/Shin_Bikkuriman
13471,"
13471
",Shin Biofermin S,Special,1,Dec 2016 - Dec 2016,168,N/A,https://myanimelist.net/anime/34790/Shin_Biofermin_S
13472,"
13472
",Shin Choubakumatsu Shounen Seiki Takamaru,OVA,6,Nov 1992 - Jun 1993,253,N/A,https://myanimelist.net/anime/21547/Shin_Choubakumatsu_Shounen_Seiki_Takamaru
13473,"
13473
",Shin Dokonjou Gaeru,TV,30,Sep 1981 - Mar 1982,379,N/A,https://myanimelist.net/anime/21487/Shin_Dokonjou_Gaeru
13474,"
13474
",Shin Dokonjou Gaeru: Dokonjou Yumemakura,Movie,1,Mar 1982 - Mar 1982,337,N/A,https://myanimelist.net/anime/21489/Shin_Dokonjou_Gaeru__Dokonjou_Yumemakura
13475,"
13475
",Shin Gakkou no Yuurei,OVA,1,Jun 1999 - Jun 1999,381,N/A,https://myanimelist.net/anime/35121/Shin_Gakkou_no_Yuurei
13476,"
13476
",Shin Kachikachi Yama,Movie,1,1926 - 1926,153,N/A,https://myanimelist.net/anime/33132/Shin_Kachikachi_Yama
13477,"
13477
",Shin Karate Jigoku-hen,OVA,2,Nov 1990 - Dec 1990,457,N/A,https://myanimelist.net/anime/10304/Shin_Karate_Jigoku-hen
13478,"
13478
",Shin Kyojin no Hoshi II,TV,23,Apr 1979 - Sep 1979,486,N/A,https://myanimelist.net/anime/16486/Shin_Kyojin_no_Hoshi_II
13479,"
13479
",Shin Manga Naruhodo Monogatari,TV,40,Apr 1988 - Jan 1989,150,N/A,https://myanimelist.net/anime/37714/Shin_Manga_Naruhodo_Monogatari
13480,"
13480
",Shin Ninja Tamamaru,TV,26,Dec 2008 - Dec 2009,129,N/A,https://myanimelist.net/anime/35107/Shin_Ninja_Tamamaru
13481,"
13481
",Shin Obake no Q-tarou,TV,70,Sep 1971 - Dec 1972,405,N/A,https://myanimelist.net/anime/7980/Shin_Obake_no_Q-tarou
13482,"
13482
",Shin Otokogi,OVA,2,May 1998 - Sep 1998,231,N/A,https://myanimelist.net/anime/9749/Shin_Otokogi
13483,"
13483
",Shin Pro Golfer Saru,TV,10,Apr 1988 - Jun 1988,241,N/A,https://myanimelist.net/anime/17315/Shin_Pro_Golfer_Saru
13484,"
13484
",Shin Seikimatsu: Yatsuto no Souguu,ONA,5,May 2013 - Jun 2013,232,N/A,https://myanimelist.net/anime/22657/Shin_Seikimatsu__Yatsuto_no_Souguu
13485,"
13485
",Shin Shounan Bakusouzoku Arakure Knight,OVA,2,Sep 1997 - Sep 1998,475,N/A,https://myanimelist.net/anime/16510/Shin_Shounan_Bakusouzoku_Arakure_Knight
13486,"
13486
",Shin Skyers 5,TV,25,Oct 1971 - Mar 1972,370,N/A,https://myanimelist.net/anime/22997/Shin_Skyers_5
13487,"
13487
",Shin Skyers 5 EX,Special,12,May 2015 - May 2015,109,N/A,https://myanimelist.net/anime/34673/Shin_Skyers_5_EX
13488,"
13488
",Shin-chan ga Naita!,OVA,1,1989 - 1989,165,N/A,https://myanimelist.net/anime/26223/Shin-chan_ga_Naita
13489,"
13489
",Shin-chan no Sanrinsha,OVA,1,-,217,N/A,https://myanimelist.net/anime/26157/Shin-chan_no_Sanrinsha
13490,"
13490
",Shingata Jii (5-daime) LT-AM-3501,Special,5,Dec 2019 - Dec 2019,124,N/A,https://myanimelist.net/anime/42181/Shingata_Jii_5-daime_LT-AM-3501
13491,"
13491
",Shining Star: Saeroun Luna-Queen-ui Tansaeng!,Movie,1,Jul 2019 - Jul 2019,185,N/A,https://myanimelist.net/anime/41808/Shining_Star__Saeroun_Luna-Queen-ui_Tansaeng
13492,"
13492
",Shinjuku Shin-chan: Yoiko no Koutsuu Anzen,ONA,1,Aug 2009 - Aug 2009,253,N/A,https://myanimelist.net/anime/14069/Shinjuku_Shin-chan__Yoiko_no_Koutsuu_Anzen
13493,"
13493
",Shinkai Densetsu Meremanoid,TV,24,Oct 1997 - Apr 1998,746,N/A,https://myanimelist.net/anime/15579/Shinkai_Densetsu_Meremanoid
13494,"
13494
",Shinkai no Survival!,Movie,1,Aug 2021 - Aug 2021,210,N/A,https://myanimelist.net/anime/49369/Shinkai_no_Survival
